date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100+
1961-03,4296799,4222604,4148410,4074216,4000021,3925827,3851632,3777438,3703921,3630404,3556887,3483370,3409853,3268448,3127043,2985639,2844234,2702829,2608098,2513367,2418636,2323905,2229174,2224911,2220648,2216386,2212123,2207860,2244589,2281318,2318047,2354776,2391505,2415061,2438617,2462173,2485729,2509285,2478961,2448637,2418312,2387988,2357664,2321582,2285501,2249419,2213338,2177256,2132731,2088207,2043682,1999158,1954633,1902543,1850453,1798363,1746273,1694183,1644937,1595690,1546444,1497197,1447951,1400033,1352115,1304197,1256279,1208361,1149070,1089779,1030489,971198,911907,848991,786075,723158,660242,597326,538851,480376,421901,363426,304951,270851,236750,202650,168549,134449,115926,97403,78880,60357,41834,35068,28302,21537,14771,8005,6621,5236,3852
1961-04,4297778,4224670,4151563,4078456,4005348,3932241,3859133,3786026,3712648,3639270,3565892,3492514,3419136,3278166,3137196,2996227,2855257,2714287,2618047,2521807,2425566,2329326,2233086,2227909,2222732,2217556,2212379,2207202,2243625,2280048,2316471,2352894,2389317,2413201,2437085,2460968,2484852,2508736,2479265,2449795,2420324,2390854,2361383,2324990,2288597,2252204,2215811,2179418,2135001,2090584,2046168,2001751,1957334,1905056,1852778,1800500,1748222,1695944,1646830,1597717,1548603,1499490,1450376,1402404,1354432,1306460,1258488,1210516,1151063,1091611,1032158,972706,913253,850486,787718,724951,662183,599416,540769,482122,423475,364828,306181,271955,237729,203503,169277,135051,116474,97897,79320,60743,42166,35345,28524,21704,14883,8062,6667,5272,3876
1961-05,4298755,4226735,4154715,4082695,4010675,3938654,3866634,3794614,3721375,3648136,3574898,3501659,3428420,3287885,3147350,3006815,2866280,2725745,2627996,2530247,2432497,2334748,2236999,2230908,2224817,2218725,2212634,2206543,2242660,2278778,2314895,2351013,2387130,2411341,2435553,2459764,2483976,2508187,2479570,2450953,2422336,2393719,2365102,2328398,2291693,2254989,2218284,2181580,2137271,2092962,2048653,2004344,1960035,1907569,1855103,1802637,1750171,1697705,1648724,1599743,1550763,1501782,1452801,1404775,1356749,1308723,1260697,1212671,1153056,1093442,1033827,974213,914598,851980,789361,726743,664124,601506,542687,483868,425049,366230,307411,273059,238707,204356,170004,135652,117021,98390,79760,61129,42498,35622,28746,21870,14994,8118,6712,5306,3900
1961-06,4299734,4228801,4157868,4086935,4016002,3945069,3874136,3803203,3730103,3657003,3583903,3510803,3437703,3297603,3157503,3017403,2877303,2737203,2637945,2538686,2439428,2340169,2240911,2233906,2226901,2219895,2212890,2205885,2241696,2277508,2313319,2349131,2384942,2409481,2434020,2458560,2483099,2507638,2479875,2452111,2424348,2396584,2368821,2331805,2294789,2257774,2220758,2183742,2139541,2095340,2051138,2006937,1962736,1910082,1857428,1804775,1752121,1699467,1650619,1601771,1552922,1504074,1455226,1407146,1359066,1310986,1262906,1214826,1155050,1095273,1035497,975720,915944,853474,791005,728535,666066,603596,544605,485614,426623,367632,308641,274164,239686,205209,170731,136254,117569,98884,80200,61515,42830,35899,28968,22037,15106,8175,6758,5341,3924
1961-07,4300713,4230867,4161021,4091175,4021329,3951483,3881637,3811791,3738830,3665869,3592909,3519948,3446987,3307322,3167656,3027991,2888325,2748660,2647893,2547125,2446358,2345590,2244823,2236904,2228984,2221065,2213145,2205226,2240732,2276237,2311743,2347248,2382754,2407621,2432488,2457355,2482222,2507089,2480179,2453269,2426360,2399450,2372540,2335213,2297886,2260558,2223231,2185904,2141810,2097717,2053623,2009530,1965436,1912594,1859753,1806911,1754070,1701228,1652512,1603797,1555081,1506366,1457650,1409516,1361382,1313249,1265115,1216981,1157043,1097104,1037166,977227,917289,854968,792648,730327,668007,605686,546523,487360,428197,369034,309871,275268,240665,206062,171459,136856,118117,99378,80639,61900,43161,36175,29189,22204,15218,8232,6804,5376,3949
1961-08,4301692,4232933,4164174,4095415,4026656,3957897,3889138,3820379,3747557,3674735,3601914,3529092,3456270,3317040,3177809,3038579,2899348,2760118,2657841,2555565,2453288,2351012,2248735,2239902,2231068,2222235,2213401,2204568,2239768,2274967,2310167,2345366,2380566,2405761,2430955,2456150,2481344,2506539,2480483,2454427,2428370,2402314,2376258,2338620,2300981,2263343,2225704,2188066,2144080,2100094,2056109,2012123,1968137,1915107,1862078,1809048,1756019,1702989,1654406,1605823,1557241,1508658,1460075,1411887,1363699,1315512,1267324,1219136,1159036,1098936,1038835,978735,918635,856463,794291,732120,669948,607776,548441,489106,429771,370436,311101,276372,241644,206915,172187,137458,118665,99872,81079,62286,43493,36452,29411,22371,15330,8289,6850,5411,3973
1961-09,4302671,4234999,4167327,4099655,4031983,3964311,3896639,3828967,3756284,3683602,3610919,3538237,3465554,3326758,3187963,3049167,2910372,2771576,2667790,2564004,2460219,2356433,2252647,2242899,2233152,2223404,2213657,2203909,2238803,2273697,2308590,2343484,2378378,2403900,2429423,2454945,2480468,2505990,2480787,2455585,2430382,2405180,2379977,2342027,2304077,2266128,2228178,2190228,2146350,2102472,2058594,2014716,1970838,1917620,1864403,1811185,1757968,1704750,1656300,1607850,1559400,1510950,1462500,1414258,1366016,1317775,1269533,1221291,1161029,1100767,1040504,980242,919980,857957,795934,733912,671889,609866,550359,490852,431345,371838,312331,277477,242622,207768,172913,138059,119212,100365,81519,62672,43825,36729,29633,22537,15441,8345,6896,5446,3997
1961-10,4303650,4237065,4170480,4103895,4037310,3970725,3904140,3837555,3765011,3692468,3619924,3547381,3474837,3336476,3198116,3059755,2921395,2783034,2677739,2572444,2467149,2361854,2256559,2245897,2235236,2224574,2213913,2203251,2237839,2272427,2307015,2341603,2376191,2402041,2427891,2453741,2479591,2505441,2481092,2456743,2432394,2408045,2383696,2345435,2307174,2268912,2230651,2192390,2148620,2104850,2061079,2017309,1973539,1920133,1866728,1813322,1759917,1706511,1658194,1609876,1561559,1513241,1464924,1416628,1368333,1320037,1271742,1223446,1163022,1102598,1042174,981750,921326,859452,797578,735704,673830,611956,552277,492598,432919,373240,313561,278581,243601,208621,173641,138661,119760,100859,81959,63058,44157,37006,29855,22704,15553,8402,6942,5481,4021
1961-11,4304629,4239131,4173633,4108135,4042637,3977139,3911641,3846143,3773739,3701334,3628930,3556525,3484121,3346195,3208269,3070344,2932418,2794492,2687688,2580884,2474079,2367275,2260471,2248895,2237319,2225744,2214168,2202592,2236874,2271156,2305439,2339721,2374003,2400181,2426359,2452536,2478714,2504892,2481397,2457901,2434406,2410910,2387415,2348842,2310270,2271697,2233125,2194552,2150889,2107227,2063564,2019902,1976239,1922646,1869052,1815459,1761865,1708272,1660087,1611903,1563718,1515534,1467349,1419000,1370650,1322301,1273951,1225602,1165016,1104430,1043843,983257,922671,860946,799221,737496,675771,614046,554195,494344,434493,374642,314791,279685,244580,209474,174369,139263,120308,101353,82399,63444,44489,37283,30077,22871,15665,8459,6988,5516,4045
1961-12,4305608,4241197,4176786,4112375,4047964,3983554,3919143,3854732,3782466,3710201,3637935,3565670,3493404,3355913,3218422,3080932,2943441,2805950,2697637,2589323,2481010,2372696,2264383,2251893,2239403,2226914,2214424,2201934,2235910,2269886,2303863,2337839,2371815,2398321,2424826,2451332,2477837,2504343,2481701,2459059,2436418,2413776,2391134,2352250,2313366,2274482,2235598,2196714,2153159,2109604,2066050,2022495,1978940,1925159,1871377,1817596,1763814,1710033,1661981,1613929,1565878,1517826,1469774,1421371,1372967,1324564,1276160,1227757,1167009,1106261,1045513,984765,924017,862441,800865,739288,677712,616136,556113,496090,436067,376044,316021,280790,245559,210327,175096,139865,120856,101847,82839,63830,44821,37560,30299,23038,15777,8516,7034,5551,4069
1962-01,4303948,4240904,4177861,4114818,4051774,3988731,3925687,3862644,3789678,3716711,3643745,3570778,3497812,3362341,3226870,3091400,2955929,2820458,2710828,2601199,2491569,2381940,2272310,2258387,2244465,2230542,2216620,2202697,2236005,2269313,2302622,2335930,2369238,2396026,2422815,2449603,2476392,2503180,2481552,2459924,2438297,2416669,2395041,2355780,2316519,2277257,2237996,2198735,2155324,2111913,2068501,2025090,1981679,1928025,1874371,1820718,1767064,1713410,1665036,1616662,1568289,1519915,1471541,1423023,1374505,1325988,1277470,1228952,1168348,1107744,1047141,986537,925933,864333,802733,741133,679533,617933,557838,497743,437648,377553,317458,282035,246612,211190,175767,140344,121308,102272,83236,64200,45164,37848,30532,23217,15901,8585,7094,5602,4111
1962-02,4302287,4240611,4178935,4117259,4055583,3993908,3932232,3870556,3796889,3723222,3649554,3575887,3502220,3368769,3235318,3101868,2968417,2834966,2724020,2613074,2502129,2391183,2280237,2264882,2249527,2234171,2218816,2203461,2236101,2268741,2301381,2334021,2366661,2393732,2420804,2447875,2474947,2502018,2481404,2460790,2440177,2419563,2398949,2359310,2319672,2280033,2240395,2200756,2157488,2114220,2070953,2027685,1984417,1930891,1877365,1823839,1770313,1716787,1668091,1619395,1570700,1522004,1473308,1424676,1376044,1327411,1278779,1230147,1169688,1109228,1048769,988309,927850,866226,804602,742979,681355,619731,559564,499397,439229,379062,318895,283281,247666,212052,176437,140823,121760,102697,83634,64571,45508,38137,30766,23396,16025,8654,7154,5654,4154
1962-03,4300627,4240318,4180010,4119702,4059393,3999085,3938776,3878468,3804100,3729732,3655364,3580996,3506628,3375197,3243767,3112336,2980906,2849475,2737213,2624951,2512689,2400427,2288165,2271377,2254589,2237800,2221012,2204224,2236196,2268168,2300141,2332113,2364085,2391439,2418793,2446148,2473502,2500856,2481256,2461656,2442056,2422456,2402856,2362840,2322824,2282809,2242793,2202777,2159653,2116529,2073404,2030280,1987156,1933757,1880359,1826960,1773562,1720163,1671145,1622128,1573110,1524093,1475075,1426328,1377582,1328835,1280089,1231342,1171027,1110712,1050397,990082,929767,868119,806471,744824,683176,621528,561289,501050,440810,380571,320332,284526,248720,212914,177108,141302,122212,103122,84032,64942,45852,38426,31001,23575,16150,8724,7215,5705,4196
1962-04,4298966,4240025,4181084,4122143,4063202,4004262,3945321,3886380,3811311,3736242,3661174,3586105,3511036,3381625,3252215,3122804,2993394,2863983,2750405,2636827,2523248,2409670,2296092,2277871,2259650,2241430,2223209,2204988,2236292,2267596,2298900,2330204,2361508,2389145,2416782,2444420,2472057,2499694,2481108,2462522,2443935,2425349,2406763,2366370,2325977,2285584,2245191,2204798,2161817,2118836,2075856,2032875,1989894,1936623,1883352,1830082,1776811,1723540,1674200,1624861,1575521,1526182,1476842,1427981,1379120,1330259,1281398,1232537,1172366,1112196,1052025,991855,931684,870012,808341,746669,684998,623326,563015,502704,442392,382081,321770,285772,249775,213777,177780,141782,122665,103548,84430,65313,46196,38715,31235,23754,16274,8793,7275,5756,4238
1962-05,4297306,4239732,4182159,4124586,4067012,4009439,3951865,3894292,3818522,3742753,3666983,3591214,3515444,3388053,3260663,3133272,3005882,2878491,2763597,2648702,2533808,2418913,2304019,2284365,2264712,2245058,2225405,2205751,2236387,2267023,2297659,2328295,2358931,2386851,2414771,2442692,2470612,2498532,2480960,2463388,2445815,2428243,2410671,2369901,2329130,2288360,2247589,2206819,2163982,2121145,2078307,2035470,1992633,1939490,1886346,1833203,1780059,1726916,1677255,1627593,1577932,1528270,1478609,1429634,1380658,1331683,1282707,1233732,1173706,1113680,1053653,993627,933601,871905,810210,748514,686819,625123,564740,504357,443973,383590,323207,287018,250829,214639,178450,142261,123117,103973,84828,65684,46540,39005,31469,23934,16398,8863,7335,5808,4280
1962-06,4295646,4239440,4183234,4127028,4070822,4014616,3958410,3902204,3825734,3749264,3672793,3596323,3519853,3394482,3269111,3143741,3018370,2892999,2776788,2660578,2544367,2428157,2311946,2290860,2269774,2248687,2227601,2206515,2236483,2266451,2296418,2326386,2356354,2384557,2412760,2440964,2469167,2497370,2480812,2464253,2447695,2431136,2414578,2373430,2332283,2291135,2249988,2208840,2166146,2123452,2080759,2038065,1995371,1942355,1889340,1836324,1783309,1730293,1680310,1630327,1580343,1530360,1480377,1431287,1382197,1333108,1284018,1234928,1175046,1115164,1055282,995400,935518,873799,812079,750360,688640,626921,566466,506010,445555,385099,324644,288263,251882,215502,179121,142740,123569,104398,85226,66055,46884,39294,31703,24113,16522,8932,7396,5859,4322
1962-07,4293985,4239146,4184308,4129470,4074631,4019793,3964954,3910116,3832945,3755774,3678603,3601432,3524261,3400910,3277559,3154209,3030858,2907507,2789980,2672453,2554927,2437400,2319873,2297354,2274835,2252316,2229797,2207278,2236578,2265878,2295178,2324478,2353778,2382264,2410750,2439235,2467721,2496207,2480663,2465119,2449574,2434030,2418486,2376961,2335436,2293911,2252386,2210861,2168311,2125760,2083210,2040659,1998109,1945221,1892333,1839446,1786558,1733670,1683365,1633060,1582754,1532449,1482144,1432940,1383736,1334531,1285327,1236123,1176385,1116648,1056910,997173,937435,875692,813948,752205,690461,628718,568191,507663,447136,386608,326081,289509,252936,216364,179791,143219,124021,104823,85624,66426,47228,39583,31938,24292,16647,9002,7456,5910,4365
1962-08,4292325,4238854,4185383,4131912,4078441,4024970,3971499,3918028,3840156,3762284,3684413,3606541,3528669,3407338,3286008,3164677,3043347,2922016,2803173,2684330,2565486,2446643,2327800,2303848,2279897,2255945,2231994,2208042,2236674,2265306,2293937,2322569,2351201,2379970,2408739,2437507,2466276,2495045,2480515,2465984,2451454,2436923,2422393,2380491,2338589,2296686,2254784,2212882,2170475,2128068,2085662,2043255,2000848,1948088,1895327,1842567,1789806,1737046,1686419,1635792,1585165,1534538,1483911,1434592,1385274,1335955,1286637,1237318,1177725,1118131,1058538,998944,939351,877584,815817,754050,692283,630516,569917,509317,448718,388118,327519,290755,253991,217227,180463,143699,124474,105248,86023,66797,47572,39872,32172,24471,16771,9071,7516,5962,4407
1962-09,4290665,4238562,4186458,4134354,4082251,4030147,3978044,3925940,3847367,3768795,3690222,3611650,3533077,3413766,3294456,3175145,3055835,2936524,2816365,2696205,2576046,2455886,2335727,2310343,2284959,2259574,2234190,2208806,2236770,2264733,2292697,2320660,2348624,2377676,2406728,2435779,2464831,2493883,2480367,2466850,2453334,2439817,2426301,2384021,2341742,2299462,2257183,2214903,2172640,2130376,2088113,2045849,2003586,1950953,1898321,1845688,1793056,1740423,1689474,1638525,1587576,1536627,1485678,1436245,1386812,1337379,1287946,1238513,1179064,1119615,1060166,1000717,941268,879477,817686,755895,694104,632313,571642,510970,450299,389627,328956,292000,255045,218089,181134,144178,124926,105673,86421,67168,47916,40161,32406,24651,16896,9141,7577,6013,4449
1962-10,4289004,4238268,4187532,4136796,4086060,4035324,3984588,3933852,3854579,3775305,3696032,3616758,3537485,3420194,3302904,3185613,3068323,2951032,2829556,2708081,2586605,2465130,2343654,2316837,2290020,2263203,2236386,2209569,2236865,2264160,2291456,2318751,2346047,2375382,2404717,2434051,2463386,2492721,2480218,2467716,2455213,2442711,2430208,2387551,2344894,2302237,2259580,2216923,2174803,2132684,2090564,2048445,2006325,1953820,1901315,1848810,1796305,1743800,1692529,1641258,1589987,1538716,1487445,1437898,1388350,1338803,1289255,1239708,1180403,1121099,1061794,1002490,943185,881370,819555,757741,695926,634111,573367,512624,451880,391137,330393,293246,256099,218951,181804,144657,125378,106098,86819,67539,48260,40450,32640,24830,17020,9210,7637,6064,4492
1962-11,4287344,4237976,4188607,4139238,4089870,4040501,3991133,3941764,3861790,3781816,3701841,3621867,3541893,3426622,3311352,3196081,3080811,2965540,2842748,2719957,2597165,2474374,2351582,2323332,2295082,2266833,2238583,2210333,2236960,2263588,2290215,2316843,2343470,2373088,2402706,2432323,2461941,2491559,2480070,2468581,2457093,2445604,2434115,2391081,2348047,2305012,2261978,2218944,2176968,2134992,2093015,2051039,2009063,1956686,1904308,1851931,1799553,1747176,1695583,1643990,1592398,1540805,1489212,1439550,1389888,1340227,1290565,1240903,1181743,1122583,1063422,1004262,945102,883263,821424,759586,697747,635908,575092,514277,453461,392646,331830,294491,257153,219814,182476,145137,125830,106523,87217,67910,48603,40738,32874,25009,17145,9280,7698,6116,4534
1962-12,4285684,4237683,4189682,4141681,4093680,4045679,3997678,3949677,3869002,3788327,3707651,3626976,3546301,3433050,3319800,3206549,3093299,2980048,2855940,2731832,2607725,2483617,2359509,2329826,2300144,2270461,2240779,2211096,2237056,2263015,2288975,2314934,2340894,2370795,2400695,2430596,2460496,2490397,2479922,2469447,2458973,2448498,2438023,2394611,2351200,2307788,2264377,2220965,2179132,2137300,2095467,2053635,2011802,1959552,1907302,1855053,1802803,1750553,1698638,1646723,1594809,1542894,1490979,1441203,1391427,1341650,1291874,1242098,1183082,1124066,1065051,1006035,947019,885156,823294,761431,699569,637706,576818,515931,455043,394156,333268,295738,258207,220677,183146,145616,126282,106948,87615,68281,48947,41027,33108,25188,17269,9349,7758,6167,4576
1963-01,4280642,4234342,4188041,4141740,4095440,4049139,4002839,3956538,3875542,3794546,3713550,3632554,3551558,3439764,3327971,3216177,3104384,2992590,2868071,2743553,2619034,2494516,2369997,2338679,2307361,2276043,2244725,2213407,2238335,2263263,2288190,2313118,2338046,2368265,2398484,2428702,2458921,2489140,2479452,2469764,2460075,2450387,2440699,2397226,2353753,2310280,2266807,2223334,2181557,2139779,2098002,2056224,2014447,1962360,1910273,1858186,1806099,1754012,1701838,1649664,1597489,1545315,1493141,1443057,1392973,1342888,1292804,1242720,1183979,1125237,1066496,1007754,949013,887121,825230,763338,701447,639555,578591,517627,456664,395700,334736,296983,259229,221476,183722,145969,126621,107274,87926,68579,49231,41270,33309,25348,17387,9426,7823,6220,4618
1963-02,4275601,4231001,4186401,4141801,4097201,4052600,4008000,3963400,3882083,3800766,3719449,3638132,3556815,3446478,3336141,3225805,3115468,3005131,2880202,2755273,2630344,2505415,2380486,2347532,2314579,2281625,2248672,2215718,2239614,2263510,2287406,2311302,2335198,2365735,2396272,2426809,2457346,2487883,2478982,2470080,2461179,2452277,2443376,2399841,2356307,2312772,2269238,2225703,2183981,2142259,2100536,2058814,2017092,1965168,1913244,1861319,1809395,1757471,1705037,1652604,1600170,1547737,1495303,1444911,1394518,1344126,1293733,1243341,1184874,1126408,1067941,1009475,951008,889087,827166,765246,703325,641404,580364,519324,458285,397245,336205,298228,260252,222275,184299,146322,126961,107599,88238,68876,49515,41513,33510,25508,17505,9503,7888,6274,4659
1963-03,4270561,4227661,4184761,4141861,4098961,4056061,4013161,3970261,3888623,3806986,3725348,3643711,3562073,3453193,3344313,3235433,3126553,3017673,2892333,2766994,2641654,2516315,2390975,2356386,2321797,2287207,2252618,2218029,2240893,2263757,2286622,2309486,2332350,2363205,2394060,2424916,2455771,2486626,2478511,2470396,2462282,2454167,2446052,2402456,2358860,2315264,2271668,2228072,2186405,2144738,2103072,2061405,2019738,1967976,1916215,1864453,1812692,1760930,1708237,1655544,1602851,1550158,1497465,1446765,1396064,1345364,1294663,1243963,1185771,1127579,1069387,1011195,953003,891053,829103,767153,705203,643253,582137,521021,459906,398790,337674,299474,261274,223075,184875,146675,127300,107925,88549,69174,49799,41755,33711,25668,17624,9580,7954,6327,4701
1963-04,4265519,4224319,4183120,4141921,4100721,4059522,4018322,3977123,3895164,3813206,3731247,3649289,3567330,3459907,3352484,3245061,3137638,3030215,2904465,2778714,2652964,2527213,2401463,2365238,2329014,2292789,2256565,2220340,2242172,2264005,2285837,2307670,2329502,2360676,2391849,2423023,2454196,2485370,2478042,2470714,2463385,2456057,2448729,2405071,2361414,2317756,2274099,2230441,2188829,2147218,2105606,2063995,2022383,1970784,1919185,1867587,1815988,1764389,1711437,1658484,1605532,1552579,1499627,1448618,1397610,1346601,1295593,1244584,1186667,1128749,1070832,1012914,954997,893018,831039,769061,707082,645103,583911,522719,461527,400335,339143,300720,262297,223874,185451,147028,127639,108250,88861,69472,50083,41998,33913,25827,17742,9657,8019,6381,4742
1963-05,4260478,4220979,4181480,4141981,4102482,4062983,4023484,3983985,3901705,3819426,3737146,3654867,3572587,3466621,3360655,3254688,3148722,3042756,2916595,2790434,2664274,2538113,2411952,2374092,2336232,2298371,2260511,2222651,2243451,2264252,2285052,2305853,2326653,2358145,2389637,2421129,2452621,2484113,2477571,2471030,2464488,2457947,2451405,2407686,2363967,2320248,2276529,2232810,2191254,2149697,2108141,2066584,2025028,1973592,1922156,1870720,1819284,1767848,1714636,1661424,1608213,1555001,1501789,1450472,1399156,1347839,1296523,1245206,1187563,1129920,1072278,1014635,956992,894984,832976,770968,708960,646952,585684,524416,463148,401880,340612,301966,263320,224673,186027,147381,127978,108575,89172,69769,50366,42239,34113,25986,17860,9733,8083,6434,4784
1963-06,4255438,4217639,4179840,4142041,4104242,4066444,4028645,3990846,3908246,3825646,3743045,3660445,3577845,3473336,3368826,3264317,3159807,3055298,2928727,2802155,2675584,2549012,2422441,2382945,2343449,2303954,2264458,2224962,2244731,2264499,2284268,2304036,2323805,2355615,2387425,2419236,2451046,2482856,2477101,2471346,2465591,2459836,2454081,2410301,2366520,2322740,2278959,2235179,2193678,2152177,2110676,2069175,2027674,1976401,1925127,1873854,1822580,1771307,1717836,1664364,1610893,1557421,1503950,1452325,1400701,1349076,1297452,1245827,1188459,1131091,1073722,1016354,958986,896949,834912,772875,710838,648801,587457,526113,464769,403425,342081,303212,264343,225473,186604,147735,128318,108901,89484,70067,50650,42482,34314,26146,17978,9810,8148,6487,4826
1963-07,4250397,4214298,4178200,4142102,4106003,4069905,4033806,3997708,3914787,3831866,3748944,3666023,3583102,3480049,3376997,3273944,3170892,3067839,2940857,2813875,2686893,2559911,2432929,2391798,2350667,2309535,2268404,2227273,2246010,2264747,2283483,2302220,2320957,2353085,2385214,2417342,2449471,2481599,2476631,2471663,2466694,2461726,2456758,2412916,2369074,2325232,2281390,2237548,2196102,2154656,2113211,2071765,2030319,1979208,1928098,1876987,1825877,1774766,1721035,1667304,1613574,1559843,1506112,1454179,1402247,1350314,1298382,1246449,1189355,1132262,1075168,1018075,960981,898915,836849,774782,712716,650650,589230,527810,466389,404969,343549,304457,265365,226272,187180,148088,128657,109226,89796,70365,50934,42725,34515,26306,18096,9887,8214,6540,4867
1963-08,4245355,4210957,4176559,4142161,4107763,4073366,4038968,4004570,3921328,3838086,3754843,3671601,3588359,3486763,3385168,3283572,3181977,3080381,2952988,2825596,2698203,2570811,2443418,2400651,2357884,2315118,2272351,2229584,2247289,2264994,2282699,2300404,2318109,2350556,2383002,2415449,2447895,2480342,2476160,2471979,2467797,2463616,2459434,2415531,2371627,2327724,2283820,2239917,2198526,2157136,2115745,2074355,2032964,1982016,1931068,1880121,1829173,1778225,1724235,1670245,1616254,1562264,1508274,1456033,1403792,1351552,1299311,1247070,1190251,1133432,1076613,1019794,962975,900880,838785,776690,714595,652500,591004,529507,468011,406514,345018,305703,266387,227072,187756,148441,128996,109552,90107,70663,51218,42967,34716,26466,18215,9964,8279,6594,4909
1963-09,4240314,4207617,4174919,4142221,4109524,4076826,4044129,4011431,3927868,3844305,3760742,3677179,3593616,3493477,3393338,3293200,3193061,3092922,2965119,2837316,2709512,2581709,2453906,2409504,2365102,2320699,2276297,2231895,2248568,2265241,2281915,2298588,2315261,2348026,2380791,2413556,2446321,2479086,2475691,2472296,2468901,2465506,2462111,2418146,2374181,2330216,2286251,2242286,2200951,2159615,2118280,2076944,2035609,1984824,1934039,1883254,1832469,1781684,1727434,1673185,1618935,1564686,1510436,1457887,1405338,1352790,1300241,1247692,1191148,1134603,1078059,1021514,964970,902846,840722,778597,716473,654349,592777,531204,469632,408059,346487,306948,267410,227871,188333,148794,129336,109877,90419,70960,51502,43210,34918,26625,18333,10041,8344,6647,4950
1963-10,4235273,4204276,4173279,4142282,4111285,4080287,4049290,4018293,3934409,3850525,3766642,3682758,3598874,3500192,3401510,3302828,3204146,3105464,2977250,2849036,2720823,2592609,2464395,2418357,2372319,2326281,2280243,2234205,2249847,2265488,2281130,2296771,2312413,2345496,2378579,2411663,2444746,2477829,2475221,2472612,2470004,2467395,2464787,2420760,2376734,2332707,2288681,2244654,2203374,2162094,2120815,2079535,2038255,1987633,1937010,1886388,1835765,1785143,1730634,1676125,1621616,1567107,1512598,1459741,1406884,1354027,1301170,1248313,1192043,1135774,1079504,1023235,966965,904812,842658,780505,718351,656198,594550,532901,471253,409604,347956,308194,268432,228671,188909,149147,129675,110203,90730,71258,51786,43452,35119,26785,18452,10118,8409,6701,4992
1963-11,4230231,4200935,4171638,4142341,4113045,4083748,4054452,4025155,3940950,3856745,3772541,3688336,3604131,3506906,3409681,3312455,3215230,3118005,2989381,2860757,2732132,2603508,2474884,2427210,2379537,2331863,2284190,2236516,2251126,2265736,2280345,2294955,2309565,2342966,2376368,2409769,2443171,2476572,2474750,2472928,2471107,2469285,2467463,2423375,2379287,2335199,2291111,2247023,2205798,2164574,2123349,2082125,2040900,1990440,1939981,1889521,1839062,1788602,1733834,1679065,1624297,1569528,1514760,1461595,1408430,1355264,1302099,1248934,1192939,1136944,1080949,1024954,968959,906777,844594,782412,720229,658047,596323,534598,472874,411149,349425,309440,269455,229470,189485,149500,130014,110528,91041,71555,52069,43694,35319,26944,18569,10194,8474,6754,5033
1963-12,4225191,4197594,4169998,4142402,4114805,4087209,4059612,4032016,3947490,3862965,3778439,3693914,3609388,3513620,3417852,3322083,3226315,3130547,3001512,2872477,2743442,2614407,2485372,2436063,2386754,2337445,2288136,2238827,2252405,2265983,2279561,2293139,2306717,2340437,2374156,2407876,2441595,2475315,2474280,2473245,2472210,2471175,2470140,2425990,2381841,2337691,2293542,2249392,2208223,2167053,2125884,2084714,2043545,1993248,1942951,1892655,1842358,1792061,1737033,1682005,1626978,1571950,1516922,1463449,1409976,1356502,1303029,1249556,1193836,1138115,1082395,1026674,970954,908743,846531,784320,722108,659897,598096,536296,474495,412695,350894,310686,270478,230269,190061,149853,130353,110853,91353,71853,52353,43937,35520,27104,18687,10271,8539,6807,5075
1964-01,4218538,4192638,4166738,4140838,4114938,4089038,4063138,4037238,3953239,3869240,3785242,3701243,3617244,3522250,3427255,3332261,3237266,3142272,3012957,2883641,2754326,2625010,2495695,2444835,2393975,2343114,2292254,2241394,2254065,2266736,2279408,2292079,2304750,2338458,2372167,2405875,2439584,2473292,2473014,2472736,2472459,2472181,2471903,2427927,2383951,2339976,2296000,2252024,2210902,2169780,2128659,2087537,2046415,1996149,1945883,1895617,1845351,1795085,1739940,1684795,1629650,1574505,1519360,1465561,1411762,1357962,1304163,1250364,1194843,1139323,1083802,1028282,972761,910534,848307,786080,723853,661626,599796,537966,476135,414305,352475,312043,271611,231178,190746,150314,130772,111231,91689,72148,52606,44156,35706,27257,18807,10357,8610,6863,5116
1964-02,4211885,4187682,4163478,4139274,4115071,4090867,4066664,4042460,3958988,3875516,3792044,3708572,3625100,3530880,3436659,3342439,3248218,3153998,3024402,2894806,2765209,2635613,2506017,2453606,2401194,2348783,2296371,2243960,2255725,2267490,2279254,2291019,2302784,2336481,2370178,2403876,2437573,2471270,2471749,2472228,2472708,2473187,2473666,2429864,2386062,2342261,2298459,2254657,2213583,2172508,2131434,2090359,2049285,1999050,1948814,1898579,1848343,1798108,1742846,1687584,1632323,1577061,1521799,1467674,1413548,1359423,1305297,1251172,1195851,1140530,1085210,1029889,974568,912326,850083,787841,725598,663356,601496,539636,477776,415916,354056,313400,272744,232087,191431,150775,131192,111609,92025,72442,52859,44376,35892,27409,18925,10442,8680,6918,5157
