date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100+
2018-04,3897200,3943645,3990091,4036537,4082982,4129428,4175873,4222319,4252405,4282491,4312578,4342664,4372750,4367534,4362317,4357101,4351884,4346668,4370883,4395098,4419312,4443527,4467742,4535247,4602753,4670258,4737764,4805269,4771710,4738152,4704593,4671035,4637476,4606541,4575606,4544672,4513737,4482802,4404490,4326179,4247867,4169556,4091244,4125132,4159021,4192909,4226798,4260686,4282926,4305166,4327407,4349647,4371887,4397692,4423498,4449303,4475109,4500914,4410411,4319907,4229404,4138900,4048397,3911183,3773968,3636754,3499539,3362325,3204307,3046290,2888272,2730255,2572237,2403007,2233777,2064546,1895316,1726086,1618252,1510418,1402585,1294751,1186917,1100156,1013395,926635,839874,753113,669587,586061,502536,419010,335484,285330,235177,185023,134870,84716,76346,67977,59607
2018-05,3896567,3942605,3988644,4034683,4080721,4126760,4172798,4218837,4250703,4282568,4314434,4346299,4378165,4372564,4366963,4361361,4355760,4350159,4373244,4396329,4419413,4442498,4465583,4534023,4602462,4670902,4739341,4807781,4774590,4741400,4708209,4675019,4641828,4611403,4580977,4550552,4520126,4489701,4411014,4332328,4253641,4174955,4096268,4128768,4161268,4193767,4226267,4258767,4280059,4301350,4322642,4343933,4365225,4392578,4419930,4447283,4474635,4501988,4412800,4323613,4234425,4145238,4056050,3918358,3780666,3642973,3505281,3367589,3210694,3053799,2896903,2740008,2583113,2413253,2243393,2073532,1903672,1733812,1624862,1515912,1406961,1298011,1189061,1101922,1014784,927645,840507,753368,669864,586360,502855,419351,335847,285650,235453,185256,135059,84862,76450,68037,59625
2018-06,3895935,3941567,3987198,4032829,4078461,4124092,4169724,4215355,4249000,4282645,4316290,4349935,4383580,4377594,4371608,4365623,4359637,4353651,4375605,4397560,4419514,4441469,4463423,4532797,4602171,4671545,4740919,4810293,4777470,4744648,4711825,4679003,4646180,4616264,4586348,4556431,4526515,4496599,4417538,4338476,4259415,4180353,4101292,4132403,4163515,4194626,4225738,4256849,4277192,4297535,4317878,4338221,4358564,4387464,4416364,4445263,4474163,4503063,4415191,4327319,4239447,4151575,4063703,3925533,3787363,3649194,3511024,3372854,3217081,3061308,2905535,2749762,2593989,2423499,2253008,2082518,1912027,1741537,1631471,1521405,1411338,1301272,1191206,1103689,1016172,928656,841139,753622,670140,586657,503175,419692,336210,285970,235729,185489,135248,85008,76553,68098,59642
2018-07,3895302,3940526,3985751,4030976,4076200,4121425,4166649,4211874,4247298,4282723,4318147,4353572,4388996,4382625,4376254,4369884,4363513,4357142,4377966,4398791,4419615,4440440,4461264,4531572,4601880,4672189,4742497,4812805,4780350,4747895,4715441,4682986,4650531,4621124,4591717,4562311,4532904,4503497,4424061,4344625,4265188,4185752,4106316,4136039,4165762,4195485,4225208,4254931,4274325,4293719,4313114,4332508,4351902,4382349,4412796,4443244,4473691,4504138,4417582,4331025,4244469,4157912,4071356,3932708,3794061,3655413,3516766,3378118,3223467,3068816,2914166,2759515,2604864,2433744,2262624,2091503,1920383,1749263,1638080,1526898,1415715,1304533,1193350,1105455,1017560,929666,841771,753876,670415,586955,503494,420034,336573,286289,236005,185722,135438,85154,76656,68158,59660
2018-08,3894669,3939486,3984304,4029122,4073939,4118757,4163574,4208392,4245596,4282800,4320003,4357207,4394411,4387656,4380900,4374145,4367389,4360634,4380328,4400022,4419717,4439411,4459105,4530347,4601590,4672832,4744075,4815317,4783230,4751143,4719057,4686970,4654883,4625985,4597088,4568190,4539293,4510395,4430584,4350773,4270962,4191151,4111340,4139675,4168009,4196344,4224678,4253013,4271459,4289904,4308350,4326795,4345241,4377235,4409229,4441224,4473218,4505212,4419971,4334731,4249490,4164250,4079009,3939884,3800759,3661633,3522508,3383383,3229854,3076326,2922797,2769269,2615740,2443990,2272240,2100489,1928739,1756989,1644690,1532391,1420092,1307793,1195494,1107221,1018949,930676,842404,754131,670692,587253,503814,420375,336936,286609,236282,185955,135628,85301,76760,68219,59678
2018-09,3894037,3938448,3982858,4027268,4071679,4116089,4160500,4204910,4243893,4282877,4321860,4360844,4399827,4392687,4385547,4378406,4371266,4364126,4382690,4401254,4419817,4438381,4456945,4529122,4601299,4673475,4745652,4817829,4786110,4754391,4722673,4690954,4659235,4630847,4602459,4574070,4545682,4517294,4437108,4356922,4276736,4196550,4116364,4143310,4170256,4197203,4224149,4251095,4268592,4286089,4303585,4321082,4338579,4372121,4405662,4439204,4472745,4506287,4422362,4338437,4254512,4170587,4086662,3947059,3807456,3667853,3528250,3388647,3236241,3083835,2931428,2779022,2626616,2454236,2281855,2109475,1937094,1764714,1651299,1537884,1424469,1311054,1197639,1108988,1020337,931687,843036,754385,670968,587551,504133,420716,337299,286929,236558,186188,135817,85447,76863,68279,59695
2018-10,3893404,3937408,3981411,4025414,4069418,4113421,4157425,4201428,4242191,4282954,4323716,4364479,4405242,4397717,4390192,4382667,4375142,4367617,4385051,4402485,4419918,4437352,4454786,4527897,4601008,4674119,4747230,4820341,4788990,4757639,4726289,4694938,4663587,4635708,4607829,4579950,4552071,4524192,4443631,4363070,4282509,4201948,4121387,4146945,4172503,4198060,4223618,4249176,4265724,4282272,4298821,4315369,4331917,4367006,4402095,4437184,4472273,4507362,4424753,4342143,4259534,4176924,4094315,3954234,3814154,3674073,3533993,3393912,3242628,3091344,2940060,2788776,2637492,2464482,2291471,2118461,1945450,1772440,1657909,1543377,1428846,1314314,1199783,1110754,1021726,932697,843669,754640,671244,587849,504453,421058,337662,287248,236834,186421,136007,85593,76966,68340,59713
2018-11,3892772,3936369,3979965,4023561,4067158,4110754,4154351,4197947,4240489,4283031,4325573,4368115,4410657,4402747,4394838,4386928,4379019,4371109,4387412,4403716,4420019,4436323,4452626,4526671,4600717,4674762,4748808,4822853,4791870,4760887,4729905,4698922,4667939,4640569,4613199,4585830,4558460,4531090,4450154,4369218,4288283,4207347,4126411,4150580,4174750,4198919,4223089,4247258,4262858,4278457,4294057,4309656,4325256,4361892,4398528,4435164,4471800,4508436,4427142,4345849,4264555,4183262,4101968,3961410,3820851,3680293,3539734,3399176,3249014,3098853,2948691,2798530,2648368,2474728,2301087,2127447,1953806,1780166,1664518,1548870,1433223,1317575,1201927,1112520,1023114,933707,844301,754894,671520,588146,504773,421399,338025,287568,237111,186654,136197,85740,77070,68400,59730
2018-12,3892139,3935329,3978518,4021707,4064897,4108086,4151276,4194465,4238787,4283108,4327430,4371751,4416073,4407779,4399484,4391190,4382895,4374601,4389774,4404947,4420121,4435294,4450467,4525447,4600426,4675406,4750385,4825365,4794750,4764135,4733520,4702905,4672290,4645430,4618569,4591709,4564848,4537988,4456677,4375367,4294056,4212746,4131435,4154216,4176997,4199778,4222559,4245340,4259991,4274642,4289292,4303943,4318594,4356777,4394961,4433144,4471328,4509511,4429533,4349555,4269577,4189599,4109621,3968585,3827549,3686513,3545477,3404441,3255402,3106362,2957323,2808283,2659244,2484974,2310703,2136433,1962162,1787892,1671128,1554364,1437600,1320836,1204072,1114287,1024502,934718,844933,755148,671796,588444,505093,421741,338389,287888,237388,186887,136387,85886,77173,68461,59748
2019-01,3889249,3932525,3975800,4019075,4062351,4105626,4148902,4192177,4237665,4283152,4328640,4374127,4419615,4411297,4402979,4394661,4386343,4378025,4392462,4406899,4421337,4435774,4450211,4525156,4600101,4675046,4749991,4824936,4795553,4766171,4736788,4707406,4678023,4651091,4624159,4597228,4570296,4543364,4462351,4381338,4300324,4219311,4138298,4159099,4179900,4200700,4221501,4242302,4256519,4270737,4284954,4299172,4313389,4352559,4391730,4430900,4470071,4509241,4430594,4351948,4273301,4194655,4116008,3975183,3834359,3693534,3552710,3411885,3263368,3114851,2966334,2817817,2669300,2494526,2319752,2144977,1970203,1795429,1677608,1559787,1441967,1324146,1206325,1116204,1026083,935961,845840,755719,672333,588948,505562,422177,338791,288242,237693,187145,136596,86047,77302,68557,59813
2019-02,3886360,3929721,3973082,4016443,4059804,4103166,4146527,4189888,4236542,4283196,4329849,4376503,4423157,4414816,4406474,4398133,4389791,4381450,4395151,4408852,4422553,4436254,4449955,4524866,4599776,4674687,4749597,4824508,4796357,4768207,4740056,4711906,4683755,4656752,4629749,4602745,4575742,4548739,4468023,4387307,4306592,4225876,4145160,4163981,4182802,4201623,4220444,4239265,4253049,4266833,4280616,4294400,4308184,4348341,4388498,4428656,4468813,4508970,4431655,4354340,4277025,4199710,4122395,3981782,3841169,3700556,3559943,3419330,3271335,3123340,2975346,2827351,2679356,2504078,2328800,2153522,1978244,1802966,1684088,1565211,1446333,1327456,1208578,1118121,1027663,937206,846748,756291,672871,589452,506032,422613,339193,288596,237999,187402,136805,86208,77431,68654,59877
2019-03,3883471,3926918,3970365,4013812,4057259,4100706,4144153,4187600,4235420,4283240,4331060,4378880,4426700,4418335,4409970,4401604,4393239,4384874,4397839,4410804,4423769,4436734,4449699,4524575,4599451,4674328,4749204,4824080,4797161,4770243,4743324,4716406,4689487,4662412,4635338,4608263,4581189,4554114,4473696,4393278,4312859,4232441,4152023,4168864,4185705,4202545,4219386,4236227,4249577,4262928,4276278,4289629,4302979,4344123,4385267,4426411,4467555,4508699,4432716,4356732,4280749,4204765,4128782,3988380,3847979,3707577,3567176,3426774,3279302,3131830,2984357,2836885,2689413,2513631,2337849,2162068,1986286,1810504,1690570,1570635,1450701,1330766,1210832,1120038,1029244,938450,847656,756862,673409,589955,506502,423048,339595,288950,238305,187659,137014,86369,77560,68751,59942
2019-04,3880581,3924114,3967647,4011180,4054713,4098246,4141779,4185312,4234298,4283284,4332270,4381256,4430242,4421853,4413465,4405076,4396688,4388299,4400528,4412757,4424985,4437214,4449443,4524285,4599127,4673968,4748810,4823652,4797965,4772279,4746592,4720906,4695219,4668073,4640927,4613782,4586636,4559490,4479369,4399248,4319128,4239007,4158886,4173747,4188607,4203468,4218328,4233189,4246106,4259023,4271941,4284858,4297775,4339906,4382037,4424167,4466298,4508429,4433777,4359125,4284474,4209822,4135170,3994980,3854790,3714599,3574409,3434219,3287269,3140319,2993369,2846419,2699469,2523183,2346898,2170612,1994327,1818041,1697050,1576059,1455067,1334076,1213085,1121955,1030824,939694,848563,757433,673946,590459,506971,423484,339997,289304,238610,187917,137223,86530,77689,68848,60007
2019-05,3877691,3921310,3964929,4008548,4052167,4095785,4139404,4183023,4233175,4283327,4333480,4383632,4433784,4425372,4416960,4408547,4400135,4391723,4403216,4414709,4426201,4437694,4449187,4523994,4598801,4673609,4748416,4823223,4798769,4774314,4749860,4725405,4700951,4673734,4646517,4619299,4592082,4564865,4485042,4405218,4325395,4245571,4165748,4178629,4191509,4204390,4217270,4230151,4242635,4255119,4267602,4280086,4292570,4335688,4378805,4421923,4465040,4508158,4434838,4361518,4288197,4214877,4141557,4001578,3861599,3721621,3581642,3441663,3295236,3148808,3002381,2855953,2709526,2532737,2355947,2179158,2002368,1825579,1703531,1581483,1459435,1337387,1215339,1123872,1032405,940938,849471,758004,674483,590962,507441,423920,340399,289657,238916,188174,137433,86691,77818,68945,60071
2019-06,3874803,3918507,3962212,4005917,4049621,4093326,4137030,4180735,4232053,4283372,4334690,4386009,4437327,4428891,4420455,4412020,4403584,4395148,4405905,4416661,4427418,4438174,4448931,4523704,4598477,4673249,4748022,4822795,4799573,4776351,4753128,4729906,4706684,4679395,4652106,4624818,4597529,4570240,4490714,4411188,4331663,4252137,4172611,4183512,4194412,4205313,4216213,4227114,4239164,4251214,4263265,4275315,4287365,4331470,4375574,4419679,4463783,4507888,4435899,4363910,4291922,4219933,4147944,4008177,3868409,3728642,3588874,3449107,3303202,3157297,3011392,2865487,2719582,2542289,2364996,2187702,2010409,1833116,1710011,1586906,1463802,1340697,1217592,1125789,1033985,942182,850378,758575,675020,591465,507911,424356,340801,290011,239221,188432,137642,86852,77947,69041,60136
2019-07,3871913,3915703,3959494,4003285,4047075,4090866,4134656,4178447,4230931,4283416,4335900,4388385,4440869,4432410,4423950,4415491,4407031,4398572,4408593,4418613,4428634,4438654,4448675,4523413,4598152,4672890,4747629,4822367,4800377,4778387,4756396,4734406,4712416,4685056,4657696,4630336,4602976,4575616,4496387,4417159,4337930,4258702,4179473,4188394,4197314,4206235,4215155,4224076,4235693,4247310,4258926,4270543,4282160,4327251,4372343,4417434,4462526,4507617,4436960,4366303,4295645,4224988,4154331,4014775,3875219,3735664,3596108,3456552,3311169,3165786,3020404,2875021,2729638,2551841,2374044,2196248,2018451,1840654,1716492,1592330,1468169,1344007,1219845,1127705,1035565,943426,851286,759146,675557,591969,508380,424792,341203,290365,239527,188689,137851,87013,78076,69138,60201
2019-08,3869023,3912899,3956776,4000653,4044529,4088406,4132282,4176159,4229809,4283460,4337110,4390761,4444411,4435928,4427445,4418963,4410480,4401997,4411281,4420566,4429850,4439135,4448419,4523123,4597827,4672531,4747235,4821939,4801181,4780423,4759664,4738906,4718148,4690717,4663285,4635854,4608422,4580991,4502060,4423129,4344198,4265267,4186336,4193276,4200217,4207157,4214098,4221038,4232221,4243405,4254588,4265772,4276955,4323033,4369111,4415190,4461268,4507346,4438020,4368695,4299369,4230044,4160718,4021374,3882029,3742685,3603340,3463996,3319136,3174276,3029415,2884555,2739695,2561394,2383093,2204793,2026492,1848191,1722973,1597754,1472536,1347317,1222099,1129623,1037147,944670,852194,759718,676095,592473,508850,425228,341605,290719,239833,188946,138060,87174,78204,69235,60265
2019-09,3866133,3910096,3954058,3998020,4041983,4085945,4129908,4173870,4228687,4283503,4338320,4393136,4447953,4439447,4430941,4422434,4413928,4405422,4413970,4422518,4431067,4439615,4448163,4522832,4597502,4672171,4746841,4821510,4801984,4782458,4762932,4743406,4723880,4696377,4668874,4641372,4613869,4586366,4507733,4429099,4350466,4271832,4193199,4198159,4203120,4208080,4213041,4218001,4228751,4239501,4250250,4261000,4271750,4318815,4365880,4412946,4460011,4507076,4439082,4371088,4303094,4235100,4167106,4027973,3888840,3749707,3610574,3471441,3327103,3182765,3038427,2894089,2749751,2570946,2392142,2213337,2034533,1855728,1729453,1603178,1476902,1350627,1224352,1131539,1038727,945914,853102,760289,676633,592976,509320,425663,342007,291073,240138,189204,138269,87335,78333,69332,60330
2019-10,3863245,3907293,3951341,3995389,4039437,4083486,4127534,4171582,4227565,4283548,4339530,4395513,4451496,4442966,4434436,4425906,4417376,4408846,4416658,4424470,4432283,4440095,4447907,4522542,4597177,4671812,4746447,4821082,4802788,4784494,4766201,4747907,4729613,4702039,4674464,4646890,4619315,4591741,4513405,4435069,4356733,4278397,4200061,4203041,4206022,4209002,4211983,4214963,4225279,4235596,4245912,4256229,4266545,4314597,4362649,4410701,4458753,4506805,4440143,4373480,4306818,4240155,4173493,4034571,3895650,3756728,3617807,3478885,3335069,3191254,3047438,2903623,2759807,2580499,2401191,2221882,2042574,1863266,1735934,1608602,1481269,1353937,1226605,1133456,1040307,947158,854009,760860,677170,593480,509790,426100,342410,291427,240444,189462,138479,87496,78462,69428,60395
2019-11,3860355,3904489,3948623,3992757,4036891,4081026,4125160,4169294,4226443,4283592,4340740,4397889,4455038,4446485,4437931,4429378,4420824,4412271,4419347,4426423,4433499,4440575,4447651,4522252,4596852,4671453,4746053,4820654,4803592,4786530,4769469,4752407,4735345,4707699,4680054,4652408,4624763,4597117,4519078,4441040,4363001,4284963,4206924,4207924,4208924,4209925,4210925,4211925,4221808,4231691,4241574,4251457,4261340,4310379,4359418,4408457,4457496,4506535,4441204,4375873,4310542,4245211,4179880,4041170,3902460,3763750,3625040,3486330,3343037,3199744,3056450,2913157,2769864,2590052,2410240,2230427,2050615,1870803,1742414,1614025,1485637,1357248,1228859,1135373,1041888,948402,854917,761431,677707,593983,510260,426536,342812,291781,240750,189719,138688,87657,78591,69525,60459
2019-12,3857465,3901685,3945905,3990125,4034345,4078566,4122786,4167006,4225321,4283636,4341950,4400265,4458580,4450003,4441426,4432849,4424272,4415695,4422035,4428375,4434715,4441055,4447395,4521961,4596527,4671094,4745660,4820226,4804396,4788566,4772737,4756907,4741077,4713360,4685643,4657926,4630209,4602492,4524751,4447010,4369268,4291527,4213786,4212806,4211827,4210847,4209868,4208888,4218337,4227787,4237236,4246686,4256135,4306161,4356187,4406212,4456238,4506264,4442265,4378265,4314266,4250266,4186267,4047768,3909270,3770771,3632273,3493774,3351003,3208232,3065462,2922691,2779920,2599604,2419288,2238973,2058657,1878341,1748895,1619449,1490004,1360558,1231112,1137290,1043468,949646,855824,762002,678244,594487,510729,426972,343214,292135,241056,189976,138897,87818,78720,69622,60524
2020-01,3850438,3895427,3940416,3985405,4030394,4075384,4120373,4165362,4224014,4282666,4341317,4399969,4458621,4450306,4441991,4433675,4425360,4417045,4423190,4429335,4435480,4441625,4447770,4521285,4594800,4668314,4741829,4815344,4801573,4787802,4774031,4760260,4746489,4718323,4690157,4661992,4633826,4605660,4528831,4452002,4375172,4298343,4221514,4217909,4214305,4210700,4207096,4203491,4213651,4223811,4233972,4244132,4254292,4304087,4353882,4403676,4453471,4503266,4440814,4378362,4315911,4253459,4191007,4053168,3915330,3777491,3639653,3501814,3359487,3217159,3074832,2932504,2790177,2609034,2427890,2246747,2065603,1884460,1754111,1623762,1493412,1363063,1232714,1138654,1044594,950535,856475,762415,678635,594856,511076,427297,343517,292405,241293,190182,139070,87958,78813,69668,60523
2020-02,3843410,3889169,3934927,3980685,4026444,4072202,4117961,4163719,4222708,4281696,4340685,4399673,4458662,4450609,4442556,4434502,4426449,4418396,4424346,4430295,4436245,4442194,4448144,4520608,4593071,4665535,4737998,4810462,4798750,4787038,4775326,4763614,4751902,4723287,4694672,4666057,4637442,4608827,4532910,4456993,4381075,4305158,4229241,4223012,4216783,4210553,4204324,4198095,4208966,4219837,4230707,4241578,4252449,4302013,4351577,4401140,4450704,4500268,4439364,4378460,4317555,4256651,4195747,4058568,3921390,3784211,3647033,3509854,3367970,3226086,3084201,2942317,2800433,2618462,2436491,2254521,2072550,1890579,1759326,1628073,1496821,1365568,1234315,1140018,1045721,951423,857126,762829,679027,595226,511424,427623,343821,292676,241532,190387,139243,88098,78906,69714,60522
2020-03,3836383,3882910,3929438,3975966,4022493,4069021,4115548,4162076,4221402,4280727,4340053,4399378,4458704,4450912,4443121,4435329,4427538,4419746,4425500,4431255,4437009,4442764,4448518,4519930,4591343,4662755,4734168,4805580,4795927,4786274,4776620,4766967,4757314,4728250,4699186,4670122,4641058,4611994,4536989,4461984,4386978,4311973,4236968,4228114,4219260,4210407,4201553,4192699,4204280,4215862,4227443,4239025,4250606,4299939,4349271,4398604,4447936,4497269,4437913,4378556,4319200,4259843,4200487,4063968,3927449,3790931,3654412,3517893,3376452,3235012,3093571,2952131,2810690,2627892,2445093,2262295,2079496,1896698,1764542,1632386,1500229,1368073,1235917,1141382,1046847,952312,857777,763242,679418,595595,511771,427948,344124,292947,241770,190593,139416,88239,79000,69760,60521
2020-04,3829355,3876652,3923949,3971246,4018543,4065839,4113136,4160433,4220095,4279758,4339420,4399083,4458745,4451215,4443685,4436156,4428626,4421096,4426655,4432215,4437774,4443334,4448893,4519254,4589615,4659977,4730338,4800699,4793104,4785510,4777915,4770321,4762726,4733213,4703700,4674188,4644675,4615162,4541069,4466975,4392882,4318788,4244695,4233216,4221738,4210259,4198781,4187302,4199594,4211886,4224178,4236470,4248762,4297864,4346966,4396067,4445169,4494271,4436462,4378653,4320845,4263036,4205227,4069368,3933509,3797651,3661792,3525933,3384936,3243938,3102941,2961943,2820946,2637320,2453694,2270069,2086443,1902817,1769757,1636698,1503638,1370579,1237519,1142746,1047974,953201,858429,763656,679810,595964,512119,428273,344427,293217,242008,190798,139589,88379,79093,69806,60520
2020-05,3822329,3870395,3918461,3966527,4014593,4062658,4110724,4158790,4218789,4278788,4338788,4398787,4458786,4451518,4444250,4436982,4429714,4422446,4427810,4433174,4438539,4443903,4449267,4518577,4587887,4657197,4726507,4795817,4790281,4784745,4779210,4773674,4768138,4738176,4708214,4678253,4648291,4618329,4545148,4471966,4398785,4325603,4252422,4238319,4224216,4210112,4196009,4181906,4194909,4207911,4220914,4233916,4246919,4295790,4344661,4393531,4442402,4491273,4435012,4378751,4322489,4266228,4209967,4074768,3939569,3804371,3669172,3533973,3393419,3252865,3112311,2971757,2831203,2646750,2462296,2277843,2093389,1908936,1774973,1641010,1507046,1373083,1239120,1144110,1049100,954089,859079,764069,680201,596334,512466,428599,344731,293489,242246,191004,139761,88519,79186,69852,60519
2020-06,3815302,3864137,3912972,3961807,4010642,4059477,4108312,4157147,4217483,4277819,4338155,4398491,4458827,4451821,4444815,4437808,4430802,4423796,4428965,4434134,4439303,4444472,4449641,4517900,4586159,4654417,4722676,4790935,4787458,4783981,4780505,4777028,4773551,4743140,4712729,4682319,4651908,4621497,4549228,4476958,4404689,4332419,4260150,4243422,4226694,4209966,4193238,4176510,4190223,4203936,4217650,4231363,4245076,4293716,4342355,4390995,4439634,4488274,4433561,4378847,4324134,4269420,4214707,4080168,3945629,3811091,3676552,3542013,3401902,3261792,3121681,2981571,2841460,2656179,2470898,2285617,2100336,1915055,1780188,1645322,1510455,1375589,1240722,1145474,1050226,954978,859730,764482,680592,596703,512813,428924,345034,293759,242484,191209,139934,88659,79279,69898,60518
2020-07,3808275,3857879,3907483,3957087,4006691,4056296,4105900,4155504,4216177,4276850,4337522,4398195,4458868,4452124,4445380,4438635,4431891,4425147,4430121,4435095,4440068,4445042,4450016,4517224,4584431,4651639,4718846,4786054,4784636,4783218,4781799,4780381,4778963,4748103,4717243,4686384,4655524,4624664,4553307,4481949,4410592,4339234,4267877,4248524,4229171,4209819,4190466,4171113,4185537,4199961,4214385,4228809,4243233,4291642,4340050,4388459,4436867,4485276,4432110,4378944,4325779,4272613,4219447,4085568,3951689,3817810,3683931,3550052,3410385,3270718,3131050,2991383,2851716,2665608,2479499,2293391,2107282,1921174,1785404,1649634,1513864,1378094,1242324,1146838,1051353,955867,860382,764896,680984,597073,513161,429250,345338,294030,242722,191415,140107,88799,79372,69944,60517
2020-08,3801247,3851621,3901994,3952367,4002741,4053114,4103488,4153861,4214871,4275880,4336890,4397899,4458909,4452427,4445944,4439462,4432979,4426497,4431276,4436054,4440833,4445611,4450390,4516546,4582703,4648859,4715016,4781172,4781813,4782453,4783094,4783734,4784375,4753066,4721758,4690449,4659141,4627832,4557386,4486941,4416495,4346050,4275604,4253627,4231649,4209672,4187694,4165717,4180852,4195986,4211121,4226255,4241390,4289568,4337745,4385923,4434100,4482278,4430660,4379042,4327423,4275805,4224187,4090968,3957749,3824530,3691311,3558092,3418868,3279644,3140421,3001197,2861973,2675037,2488101,2301165,2114229,1927293,1790619,1653946,1517272,1380599,1243925,1148202,1052479,956755,861032,765309,681375,597442,513508,429575,345641,294301,242961,191620,140280,88940,79465,69991,60516
2020-09,3794220,3845362,3896505,3947648,3998790,4049933,4101075,4152218,4213564,4274911,4336257,4397604,4458950,4452729,4446509,4440288,4434068,4427847,4432430,4437014,4441597,4446181,4450764,4515869,4580974,4646080,4711185,4776290,4778989,4781689,4784388,4787088,4789787,4758029,4726272,4694514,4662757,4630999,4561465,4491932,4422398,4352865,4283331,4258729,4234127,4209525,4184923,4160321,4176166,4192011,4207857,4223702,4239547,4287494,4335440,4383387,4431333,4479280,4429209,4379139,4329068,4278998,4228927,4096368,3963809,3831250,3698691,3566132,3427351,3288571,3149790,3011010,2872229,2684466,2496702,2308939,2121175,1933412,1795835,1658258,1520681,1383104,1245527,1149566,1053605,957645,861684,765723,681767,597812,513856,429901,345945,294572,243199,191826,140453,89080,79558,70037,60515
2020-10,3787192,3839104,3891016,3942928,3994840,4046751,4098663,4150575,4212258,4273941,4335625,4397308,4458991,4453032,4447073,4441115,4435156,4429197,4433585,4437973,4442362,4446750,4451138,4515192,4579246,4643301,4707355,4771409,4776167,4780925,4785684,4790442,4795200,4762993,4730786,4698580,4666373,4634166,4565544,4496923,4428301,4359680,4291058,4263831,4236604,4209378,4182151,4154924,4171480,4188036,4204592,4221148,4237704,4285419,4333135,4380850,4428566,4476281,4427758,4379235,4330713,4282190,4233667,4101768,3969869,3837969,3706070,3574171,3435834,3297497,3159160,3020823,2882486,2693895,2505304,2316714,2128123,1939532,1801051,1662571,1524090,1385610,1247129,1150930,1054732,958533,862335,766136,682158,598181,514203,430226,346248,294842,243437,192031,140626,89220,79651,70083,60514
2020-11,3780165,3832846,3885527,3938208,3990889,4043570,4096251,4148932,4210952,4272972,4334992,4397012,4459032,4453335,4447638,4441941,4436244,4430547,4434740,4438933,4443127,4447320,4451513,4514516,4577519,4640521,4703524,4766527,4773344,4780161,4786978,4793795,4800612,4767956,4735301,4702645,4669990,4637334,4569624,4501915,4434205,4366496,4298786,4268934,4239083,4209231,4179380,4149528,4166794,4184061,4201327,4218594,4235860,4283345,4330829,4378314,4425798,4473283,4426308,4379333,4332357,4285382,4238407,4107168,3975929,3844689,3713450,3582211,3444317,3306423,3168530,3030636,2892742,2703324,2513906,2324487,2135069,1945651,1806267,1666883,1527498,1388114,1248730,1152294,1055858,959421,862985,766549,682549,598550,514550,430551,346551,295113,243675,192236,140798,89360,79744,70129,60513
2020-12,3773138,3826588,3880038,3933488,3986938,4040389,4093839,4147289,4209646,4272003,4334359,4396716,4459073,4453638,4448203,4442768,4437333,4431898,4435896,4439894,4443891,4447889,4451887,4513839,4575790,4637742,4699693,4761645,4770521,4779397,4788272,4797148,4806024,4772919,4739815,4706710,4673606,4640501,4573703,4506906,4440108,4373311,4306513,4274037,4241561,4209084,4176608,4144132,4162109,4180086,4198063,4216040,4234017,4281271,4328524,4375778,4423031,4470285,4424857,4379430,4334002,4288575,4243147,4112568,3981989,3851409,3720830,3590251,3452801,3315350,3177900,3040449,2902999,2712753,2522507,2332262,2142016,1951770,1811482,1671195,1530907,1390620,1250332,1153658,1056984,960311,863637,766963,682941,598920,514898,430877,346855,295384,243913,192443,140972,89501,79838,70175,60512
2021-01,3764833,3819216,3873598,3927980,3982363,4036745,4091128,4145510,4207513,4269517,4331520,4393524,4455527,4450999,4446471,4441944,4437416,4432888,4436776,4440663,4444551,4448438,4452326,4512721,4573115,4633510,4693904,4754299,4765481,4776663,4787844,4799026,4810208,4776619,4743030,4709442,4675853,4642264,4576646,4511028,4445410,4379792,4314174,4279015,4243856,4208696,4173537,4138378,4157557,4176736,4195915,4215094,4234273,4280154,4326034,4371915,4417795,4463676,4420279,4376881,4333484,4290086,4246689,4116885,3987080,3857276,3727471,3597667,3460141,3322614,3185088,3047561,2910035,2719920,2529806,2339691,2149577,1959462,1818049,1676637,1535224,1393812,1252399,1155336,1058272,961209,864145,767082,683084,599086,515088,431090,347092,295600,244109,192617,141126,89634,79968,70301,60635
2021-02,3756529,3811843,3867158,3922473,3977787,4033102,4088416,4143731,4205381,4267031,4328681,4390331,4451981,4448360,4444740,4441119,4437499,4433878,4437655,4441433,4445210,4448988,4452765,4511602,4570440,4629277,4688115,4746952,4760440,4773928,4787416,4800904,4814392,4780319,4746246,4712173,4678100,4644027,4579589,4515150,4450712,4386273,4321835,4283993,4246151,4208309,4170467,4132625,4153006,4173387,4193767,4214148,4234529,4279037,4323545,4368052,4412560,4457068,4415701,4374333,4332966,4291598,4250231,4121201,3992172,3863142,3734113,3605083,3467481,3329878,3192276,3054673,2917071,2727088,2537104,2347121,2157137,1967154,1824616,1682079,1539541,1397004,1254466,1157013,1059560,962108,864655,767202,683227,599253,515278,431304,347329,295817,244304,192792,141279,89767,80097,70427,60757
